brand_id, active,brand_name,is_deleted,description,category_id,flavour_id,created_at,is_deleted,description,flavour_name,updated_at, brand_id,is_active,id,created_at,description ,is_active ,is_deleted,name
771,1,GammaCloth,0,Premium ski apparel.,798,797,11/10/2025 15:43,0,Bold and smoky with hickory chips,Innovative smart gadgets,11/10/2025 15:43,154,1,797,7/13/2024 16:34,Premium sports accessories for active individuals.,1,0,Data Quality
772,1,DeltaHealth,0,Designer leather shoes.,543,798,3/16/2024 10:58,0,Tangy and fresh with lemon zest,Comfortable winter wear,3/16/2024 10:58,592,1,798,11/29/2023 12:41,Trendy fashion clothing for seasonal collections.,1,0,Data Integration
773,1,EpsilonElectronics,0,Healthy energy bars.,406,799,8/27/2023 19:37,0,Creamy and smooth with cream cheese filling,Natural beard balms,8/27/2023 19:37,546,1,799,3/2/2025 7:29,High-quality home essentials for everyday use.,1,0,ETL
774,1,ZetaSnacks,0,Organic baby toys.,490,800,6/4/2025 8:06,0,Fresh and crisp with romaine hearts,Gourmet dessert sauces,6/4/2025 8:06,490,1,800,2/28/2024 21:17,Creative educational games and toys for children.,1,0,Streaming Data
775,1,EtaBeauty,0,Specialty espresso machines.,630,801,12/10/2024 22:19,0,Nutty and smooth with almond paste,Outdoor fishing gear,12/10/2024 22:19,992,1,801,6/10/2023 13:55,Eco-friendly personal care solutions for conscious living.,1,0,Real-time Analytics
776,1,ThetaSports,0,Quality running gear.,664,802,4/4/2023 13:24,0,Sharp and pungent with jalapeño,High-quality hiking boots,4/4/2023 13:24,143,1,802,8/4/2025 10:03,Smart home lighting and automation tools.,1,0,Spatial Data
777,1,IotaToys,0,Innovative smartphone accessories.,213,803,1/21/2025 5:50,0,Earthy and sweet with roasted pumpkin,Handcrafted pottery items,1/21/2025 5:50,493,1,803,4/23/2024 19:24,Luxury wellness products for daily indulgence.,1,0,Temporal Data
778,1,KappaTools,0,Comfortable athletic wear.,109,804,7/14/2024 17:42,0,Sweet and floral with honeysuckle,Sustainable travel kits,7/14/2024 17:42,39,1,804,10/11/2023 5:34,Functional office organization tools for productivity.,1,0,Time Series Analysis
779,1,LambdaHome,0,Natural lip balms.,818,805,11/27/2023 12:05,0,Bright and citrusy with lime zest,Delicious vegan desserts,11/27/2023 12:05,102,1,805,5/25/2025 15:41,Organic health drinks and snacks for balanced diets.,1,0,Sentiment Analysis
780,1,MuCoffee,0,Gourmet spice racks.,494,806,3/11/2025 21:35,0,Smooth and rich with vanilla glaze,Natural body scrubs,3/11/2025 21:35,979,1,806,1/16/2024 7:50,Premium tech accessories for modern gadgets.,1,0,Social Media Analytics
781,1,NuJuice,0,Outdoor camping gear.,799,807,2/21/2024 8:24,0,Fruity and tart with cranberry juice,Premium ski equipment,2/21/2024 8:24,317,1,807,7/6/2023 22:05,Trendy travel gear for convenience and style.,1,0,Customer Analytics
782,1,XiBakery,0,High-end fitness apparel.,520,808,6/5/2023 16:57,0,Spicy and warm with nutmeg powder,Designer leather goods,6/5/2023 16:57,409,1,808,9/14/2025 20:29,High-performance home appliances for modern living.,1,0,Fraud Analytics
783,1,OmicronPets,0,Handmade jewelry pieces.,722,809,8/12/2025 13:08,0,Light and floral with rose hip,Healthy energy snacks,8/12/2025 13:08,345,1,809,6/17/2024 14:16,Creative hobby kits for arts and crafts.,1,0,Risk Analytics
784,1,PiTech,0,Sustainable fashion lines.,85,810,4/25/2024 19:16,0,Sweet and creamy with clotted cream,Organic baby apparel,4/25/2024 19:16,850,1,810,2/10/2023 11:28,Eco-conscious fashion accessories for sustainable lifestyles.,1,0,Marketing Analytics
785,1,RhoFoods,0,Delicious gluten-free meals.,378,811,10/12/2023 7:33,0,Bold and smoky with smoked sausage,Specialty espresso machines,10/12/2023 7:33,481,1,811,12/21/2025 8:38,Luxury skincare and beauty products for radiant skin.,1,0,Supply Chain Analytics
786,1,SigmaWear,0,Natural skin toners.,316,812,5/28/2025 15:04,0,Tangy and fresh with lime wedges,Quality running shoes,5/28/2025 15:04,945,1,812,9/15/2024 16:09,Smart digital devices for home and work efficiency.,1,0,Financial Analytics
787,1,TauDrinks,0,Premium outdoor lighting.,367,813,1/22/2024 20:55,0,Creamy and soft with cream cheese frosting,Innovative smartphone cases,1/22/2024 20:55,404,1,813,5/19/2023 6:53,Functional furniture for modern and small spaces.,1,0,Healthcare Analytics
788,1,UpsilonGoods,0,Designer fashion scarves.,717,814,7/4/2023 10:21,0,Fresh and crisp with iceberg wedges,Comfortable athletic socks,7/4/2023 10:21,279,1,814,7/15/2025 22:19,Organic wellness products for daily use.,1,0,Text Analytics
789,1,PhiMedia,0,Healthy protein bars.,992,815,9/18/2025 18:22,0,Nutty and rich with pine nuts,Natural lip care products,9/18/2025 18:22,284,1,815,10/13/2024 12:47,Premium home improvement tools for DIY enthusiasts.,1,0,Image Analytics
790,1,ChiFresh,0,Organic hair care kits.,786,816,6/3/2024 6:40,0,Sharp and pungent with green chili,Gourmet spice collections,6/3/2024 6:40,693,1,816,1/12/2023 5:35,Trendy fashion jewelry for stylish looks.,1,0,Video Analytics
791,1,PsiCloth,0,Specialty cocktail glasses.,680,817,2/12/2023 14:39,0,Earthy and deep with roasted coffee,Outdoor camping supplies,2/12/2023 14:39,718,1,817,2/4/2025 21:32,High-quality educational resources for learning and development.,1,0,Audio Analytics
792,1,OmegaHealth,0,Quality outdoor shoes.,884,818,12/14/2025 9:16,0,Sweet and juicy with watermelon slices,High-end fitness machines,12/14/2025 9:16,570,1,818,5/20/2024 14:29,Creative cooking tools for modern kitchens.,1,0,Sensor Data Analytics
793,1,ApexElectronics,0,Innovative fitness trackers.,730,819,9/27/2024 15:51,0,Spicy and bold with black chili,Handmade jewelry collections,9/27/2024 15:51,967,1,819,9/4/2023 10:27,Eco-friendly outdoor gear for adventure lovers.,1,0,IoT Analytics
794,1,NovaSnacks,0,Comfortable sleepwear sets.,343,820,5/26/2023 22:04,0,Light and citrusy with mandarin orange,Sustainable fashion lines,5/26/2023 22:04,472,1,820,11/9/2025 18:55,Luxury home fragrances for relaxing environments.,1,0,Edge Analytics
795,1,VegaBeauty,0,Natural facial moisturizers.,323,821,7/7/2025 11:48,0,Buttery and smooth with pastry dough,Delicious gluten-free snacks,7/7/2025 11:48,777,1,821,3/17/2024 7:46,Smart wearable tech for lifestyle enhancement.,1,0,Cloud Analytics
796,1,LunaSports,0,Gourmet baking tools.,460,822,10/23/2024 16:37,0,Juicy and tropical with passion fruit pulp,Natural skin care serums,10/23/2024 16:37,645,1,822,8/21/2023 12:59,Functional storage solutions for organized homes.,1,0,Mobile Analytics
797,1,OrionToys,0,Outdoor picnic gear.,509,823,1/14/2023 8:59,0,Smoky and intense with smoked brisket,Premium outdoor furniture,1/14/2023 8:59,928,1,823,6/5/2025 15:18,Organic snacks and beverages for health-conscious consumers.,1,0,Web Analytics
798,1,StellarTools,0,High-quality sports equipment.,447,824,2/10/2025 21:12,0,Floral and delicate with jasmine aroma,Designer fashion jewelry,2/10/2025 21:12,149,1,824,12/13/2024 9:35,Premium fitness gear for home and gym use.,1,0,Clickstream Analytics
799,1,CosmoHome,0,Handcrafted wooden furniture.,638,825,5/15/2024 13:27,0,Tangy and spicy with black pepper,Healthy protein shakes,5/15/2024 13:27,192,1,825,4/2/2023 21:05,Trendy home decor for stylish living spaces.,1,0,Customer Journey Analytics
800,1,QuantumCoffee,0,Sustainable home decor.,101,826,9/3/2023 5:35,0,Creamy and sweet with vanilla pudding,Organic hair treatments,9/3/2023 5:35,269,1,826,1/5/2025 17:10,High-performance audio and visual equipment.,1,0,Customer Experience Analytics
801,1,VertexJuice,0,Delicious organic snacks.,473,827,11/18/2025 19:46,0,Fresh and bright with baby lettuce,Specialty cocktail mixers,11/18/2025 19:46,904,1,827,7/20/2024 11:42,Creative DIY kits for children and adults.,1,0,Voice of Customer
802,1,NimbusBakery,0,Natural bath salts.,702,828,3/23/2024 7:12,0,Nutty and crunchy with pecan pieces,Quality outdoor apparel,3/23/2024 7:12,743,1,828,11/4/2023 16:09,Eco-conscious travel accessories for sustainable trips.,1,0,Survey Analytics
803,1,HelixPets,0,Premium workout supplements.,200,829,8/6/2023 17:41,0,Sharp and aromatic with anise seed,Innovative fitness tools,8/6/2023 17:41,691,1,829,3/12/2025 19:48,Luxury fashion items for exclusive style.,1,0,Opinion Mining
804,1,PinnacleTech,0,Designer sunglasses cases.,238,830,6/16/2025 8:55,0,Earthy and robust with dried mushrooms,Comfortable loungewear,6/16/2025 8:55,165,1,830,2/13/2024 9:27,Smart kitchen gadgets for culinary convenience.,1,0,Competitive Intelligence
805,1,SummitFoods,0,Healthy hydration drinks.,974,831,12/1/2024 21:43,0,Light and fruity with guava nectar,Natural facial cleansers,12/1/2024 21:43,791,1,831,6/28/2023 22:41,Functional tech solutions for modern workplaces.,1,0,Market Intelligence
806,1,ZenithWear,0,Organic face creams.,456,832,4/12/2023 11:29,0,Spicy and warm with cinnamon powder,Gourmet baking ingredients,4/12/2023 11:29,422,1,832,8/22/2025 7:32,Organic personal care products for daily wellness.,1,0,Industry Analysis
807,1,HorizonDrinks,0,Specialty tea infusers.,210,833,1/14/2025 6:16,0,Sweet and rich with caramel sauce,Outdoor picnic sets,1/14/2025 6:16,875,1,833,4/24/2024 13:04,Premium educational toys for skill development.,1,0,Economic Analysis
808,1,AuroraGoods,0,Quality hiking shoes.,19,834,7/23/2024 14:39,0,Bold and smoky with mesquite flavor,High-quality sportswear,7/23/2024 14:39,332,1,834,10/25/2023 6:39,Trendy fashion apparel for contemporary trends.,1,0,Financial Analysis
809,1,SierraMedia,0,Innovative smart appliances.,175,835,11/10/2023 20:05,0,Tangy and fresh with lime juice,Handcrafted wooden toys,11/10/2023 20:05,67,1,835,5/19/2025 18:04,High-quality wellness products for everyday balance.,1,0,SWOT Analysis
810,1,TitanFresh,0,Comfortable sports clothing.,336,836,3/26/2025 9:34,0,Creamy and smooth with yogurt cream,Sustainable home goods,3/26/2025 9:34,382,1,836,1/11/2024 21:22,Creative office tools for productive workspaces.,1,0,PEST Analysis
811,1,AtlasCloth,0,Natural lipsticks.,118,837,2/6/2024 17:48,0,Fresh and crisp with romaine lettuce,Delicious organic snacks,2/6/2024 17:48,63,1,837,7/9/2023 14:16,Eco-friendly home cleaning supplies for sustainability.,1,0,Porter’s Five Forces
812,1,FusionHealth,0,Gourmet cooking oils.,284,838,6/24/2023 13:50,0,Nutty and smooth with peanut cream,Natural bath salts,6/24/2023 13:50,20,1,838,9/17/2025 8:05,Luxury lifestyle products for modern living.,1,0,Scenario Planning
813,1,PrimeElectronics,0,Outdoor adventure gear.,14,839,8/18/2025 5:27,0,Sharp and pungent with mustard,Premium workout gear,8/18/2025 5:27,428,1,839,6/10/2024 19:34,Smart home solutions for energy efficiency.,1,0,Strategic Planning
814,1,NextSnacks,0,High-end sound equipment.,183,840,4/9/2024 12:41,0,Earthy and sweet with baked sweet potato,Designer sunglasses,4/9/2024 12:41,653,1,840,2/24/2023 13:28,Functional fitness equipment for health enthusiasts.,1,0,Business Planning
815,1,CoreBeauty,0,Handmade ceramic mugs.,663,841,10/6/2023 19:07,0,Sweet and floral with rose essence,Healthy hydration products,10/6/2023 19:07,37,1,841,12/3/2025 5:07,Organic health products for balanced nutrition.,1,0,Corporate Strategy
816,1,EpicSports,0,Sustainable fashion brands.,375,842,5/10/2025 14:18,0,Bright and citrusy with lemon peel,Organic face masks,5/10/2025 14:18,42,1,842,9/8/2024 20:26,Premium tech gadgets for daily convenience.,1,0,Growth Strategy
817,1,AlphaToys,0,Delicious vegan meals.,604,843,1/10/2024 20:52,0,Smooth and rich with honey glaze,Specialty tea blends,1/10/2024 20:52,630,1,843,5/23/2023 11:50,Trendy accessories for fashion-forward individuals.,1,0,Innovation Management
818,1,BetaTools,0,Natural body lotions.,530,844,7/22/2023 8:33,0,Fruity and tart with cherry juice,Quality hiking clothes,7/22/2023 8:33,288,1,844,7/18/2025 7:15,High-performance home tools for DIY projects.,1,0,Change Management
819,1,GammaHome,0,Premium ski gear.,128,845,9/21/2025 11:41,0,Spicy and warm with allspice powder,Innovative smart devices,9/21/2025 11:41,488,1,845,10/26/2024 14:54,Creative educational kits for interactive learning.,1,0,Crisis Management
820,1,DeltaCoffee,0,Designer leather bags.,672,846,6/19/2024 15:24,0,Light and floral with lavender essence,Comfortable sports bras,6/19/2024 15:24,606,1,846,1/6/2023 16:37,Eco-conscious fashion for environmentally aware consumers.,1,0,Risk Management
821,1,EpsilonJuice,0,Healthy snack packs.,434,847,2/27/2023 22:10,0,Sweet and creamy with panna cotta,Natural lip scrubs,2/27/2023 22:10,413,1,847,2/16/2025 19:43,Luxury skincare and wellness solutions.,1,0,Project Portfolio Management
822,1,ZetaBakery,0,Organic baby products.,559,848,12/9/2025 6:36,0,Bold and smoky with smoked paprika,Gourmet cooking spices,12/9/2025 6:36,190,1,848,5/14/2024 8:22,Smart devices for modern home automation.,1,0,Program Management
823,1,EtaPets,0,Specialty coffee blends.,441,849,9/10/2024 9:54,0,Tangy and fresh with lime zest,Outdoor adventure equipment,9/10/2024 9:54,972,1,849,9/12/2023 13:47,Functional storage and organization for tidy spaces.,1,0,"Governance, Risk and Compliance"
824,1,ThetaTech,0,Quality running accessories.,934,850,5/22/2023 16:43,0,Creamy and soft with mascarpone cheese,High-end fitness trackers,5/22/2023 16:43,642,1,850,11/13/2025 22:36,Organic snacks and beverages for daily wellness.,1,0,Enterprise Architecture
825,1,IotaFoods,0,Innovative wireless headphones.,624,851,7/25/2025 20:13,0,Fresh and crisp with green apple slices,Handmade jewelry boxes,7/25/2025 20:13,513,1,851,3/6/2024 7:50,Premium sports gear for active lifestyles.,1,0,IT Strategy
826,1,KappaWear,0,Comfortable yoga tops.,338,852,10/2/2024 12:38,0,Nutty and rich with almond paste,Sustainable fashion accessories,10/2/2024 12:38,620,1,852,8/18/2023 18:02,Trendy home and office decor for stylish interiors.,1,0,Digital Transformation
827,1,LambdaDrinks,0,Natural hair conditioners.,662,853,1/5/2023 5:47,0,Sharp and pungent with horseradish sauce,Delicious gluten-free treats,1/5/2023 5:47,914,1,853,6/26/2025 10:44,High-quality creative tools for arts and crafts.,1,0,Technology Management
828,1,MuGoods,0,Gourmet cheese assortments.,30,854,2/15/2025 14:55,0,Earthy and deep with roasted beets,Natural skin serums,2/15/2025 14:55,78,1,854,12/7/2024 14:56,Creative DIY solutions for home improvement.,1,0,Service Management
829,1,NuMedia,0,Outdoor travel backpacks.,791,855,5/28/2024 19:08,0,Sweet and juicy with ripe mango,Premium outdoor lighting,5/28/2024 19:08,974,1,855,4/21/2023 5:38,Eco-friendly personal gadgets for sustainable use.,1,0,ITIL
830,1,XiFresh,0,High-end audio systems.,652,856,9/10/2023 7:29,0,Spicy and bold with chili powder,Designer handbags,9/10/2023 7:29,237,1,856,1/23/2025 13:11,Luxury travel essentials for comfort and style.,1,0,COBIT
831,1,OmicronCloth,0,Handmade home accessories.,169,857,11/23/2025 17:44,0,Light and citrusy with orange zest,Healthy meal replacements,11/23/2025 17:44,253,1,857,7/10/2024 19:28,Smart home appliances for efficiency and convenience.,1,0,ISO Standards
832,1,PiHealth,0,Sustainable gardening supplies.,994,858,3/3/2024 10:02,0,Buttery and smooth with shortbread crust,Organic baby care,3/3/2024 10:02,446,1,858,11/1/2023 10:47,Functional tech accessories for modern workspaces.,1,0,Compliance Management
833,1,RhoElectronics,0,Delicious organic beverages.,43,859,8/19/2023 14:23,0,Juicy and tropical with papaya puree,Specialty coffee roasters,8/19/2023 14:23,356,1,859,3/10/2025 15:22,Organic beauty and personal care items.,1,0,Audit Management
834,1,SigmaSnacks,0,Natural bath oils.,654,860,6/13/2025 21:11,0,Smoky and intense with smoked ham,Quality running gear,6/13/2025 21:11,633,1,860,2/20/2024 6:36,Premium educational products for children and adults.,1,0,Vendor Management
835,1,TauBeauty,0,Premium workout clothing.,688,861,12/12/2024 6:47,0,Floral and delicate with rose petals,Innovative wireless chargers,12/12/2024 6:47,57,1,861,6/13/2023 18:41,Trendy fashion and lifestyle accessories.,1,0,Contract Management
836,1,UpsilonSports,0,Designer men's accessories.,504,862,4/25/2023 19:34,0,Tangy and spicy with chipotle peppers,Comfortable yoga pants,4/25/2023 19:34,715,1,862,8/7/2025 12:48,High-performance fitness and wellness gear.,1,0,Procurement Management
837,1,PhiToys,0,Healthy snack options.,712,863,1/4/2025 8:09,0,Creamy and sweet with vanilla custard,Natural hair oils,1/4/2025 8:09,12,1,863,4/6/2024 20:29,Creative home and office organization solutions.,1,0,Supply Chain Management
838,1,ChiTools,0,Organic skincare products.,371,864,7/9/2024 16:33,0,Fresh and bright with baby spinach,Gourmet cheese boards,7/9/2024 16:33,702,1,864,10/17/2023 7:54,Eco-conscious household items for sustainability.,1,0,Inventory Management
839,1,PsiHome,0,Specialty baking sets.,536,865,11/16/2023 13:54,0,Nutty and crunchy with toasted almonds,Outdoor travel gear,11/16/2023 13:54,285,1,865,5/30/2025 17:10,Luxury wellness and self-care products.,1,0,Warehouse Management
840,1,OmegaCoffee,0,Quality yoga gear.,415,866,3/20/2025 22:42,0,Sharp and aromatic with cumin seeds,High-end audio headphones,3/20/2025 22:42,877,1,866,1/9/2024 11:22,Smart digital solutions for everyday convenience.,1,0,Transportation Management
841,1,ApexJuice,0,Innovative smart gadgets.,506,867,2/23/2024 9:10,0,Earthy and robust with black truffle,Handmade home decor,2/23/2024 9:10,522,1,867,7/15/2023 20:05,Functional kitchen and home gadgets.,1,0,Order Management
842,1,NovaBakery,0,Comfortable winter wear.,340,868,6/9/2023 17:19,0,Light and fruity with pomegranate seeds,Sustainable gardening tools,6/9/2023 17:19,764,1,868,9/11/2025 14:53,Organic health and nutrition products.,1,0,Demand Planning
843,1,VegaPets,0,Natural beard balms.,251,869,8/21/2025 12:47,0,Spicy and warm with cardamom pods,Delicious organic teas,8/21/2025 12:47,230,1,869,6/14/2025 10:04,Premium audio and visual home devices.,1,0,Sales & Operations Planning
844,1,LunaTech,0,Gourmet dessert sauces.,535,870,4/26/2024 20:03,0,Sweet and rich with toffee sauce,Natural bath bombs,4/26/2024 20:03,824,1,870,12/15/2024 18:24,Trendy fashion items for modern lifestyles.,1,0,Customer Relationship Management
845,1,OrionFoods,0,Outdoor fishing gear.,657,871,10/1/2023 5:37,0,Bold and smoky with mesquite charcoal,Premium workout gear,10/1/2023 5:37,443,1,871,4/20/2023 6:45,High-quality educational and learning tools.,1,0,Sales Force Automation
846,1,StellarWear,0,High-quality hiking boots.,51,872,5/15/2025 14:29,0,Tangy and fresh with lemon juice,Designer men's shoes,5/15/2025 14:29,636,1,872,1/20/2025 13:58,Creative DIY kits for hobby enthusiasts.,1,0,Marketing Automation
847,1,CosmoDrinks,0,Handcrafted pottery items.,879,873,1/18/2024 21:15,0,Creamy and smooth with ricotta cheese,Healthy snack mixes,1/18/2024 21:15,313,1,873,7/4/2024 21:07,Eco-friendly home and personal accessories.,1,0,Field Service Management
848,1,QuantumGoods,0,Sustainable travel kits.,950,874,7/9/2023 6:23,0,Fresh and crisp with iceberg lettuce,Organic skincare kits,7/9/2023 6:23,104,1,874,11/7/2023 16:29,Luxury home and lifestyle products.,1,0,Product Lifecycle Management
849,1,VertexMedia,0,Delicious vegan desserts.,965,875,9/22/2025 13:38,0,Nutty and smooth with cashew butter,Specialty baking tools,9/22/2025 13:38,13,1,875,3/24/2025 11:38,Smart wearable tech for health and fitness tracking.,1,0,Quality Management
850,1,NimbusFresh,0,Natural body scrubs.,856,876,6/7/2024 19:59,0,Sharp and pungent with radish sprouts,Quality yoga blocks,6/7/2024 19:59,768,1,876,2/16/2024 7:56,Functional outdoor and travel gear.,1,0,Environmental Management
851,1,HelixCloth,0,Premium ski equipment.,408,877,2/19/2023 10:06,0,Earthy and sweet with roasted garlic,Innovative smart lighting,2/19/2023 10:06,656,1,877,6/27/2023 18:41,Organic beverages and health foods for wellness.,1,0,Health & Safety Management
852,1,PinnacleHealth,0,Designer leather goods.,905,878,12/22/2025 15:53,0,Sweet and floral with rose water,Comfortable winter jackets,12/22/2025 15:53,188,1,878,8/19/2025 14:03,Premium home improvement and DIY tools.,1,0,Facilities Management
853,1,SummitElectronics,0,Healthy energy snacks.,347,879,9/19/2024 8:17,0,Bright and citrusy with lemon peel,Natural beard oils,9/19/2024 8:17,672,1,879,4/13/2024 12:39,Trendy office and creative workspace products.,1,0,Property Management
854,1,ZenithSnacks,0,Organic baby apparel.,952,880,5/13/2023 21:36,0,Smooth and rich with honey,Gourmet dessert toppings,5/13/2023 21:36,810,1,880,10/5/2023 19:28,High-performance digital devices for home and work.,1,0,Real Estate Management
855,1,HorizonBeauty,0,Specialty espresso machines.,24,881,7/9/2025 11:25,0,Fruity and tart with black cherry,Outdoor fishing accessories,7/9/2025 11:25,182,1,881,5/14/2025 9:53,Creative arts and crafts supplies.,1,0,Construction Management
856,1,AuroraSports,0,Quality running shoes.,949,882,10/29/2024 6:41,0,Spicy and warm with clove buds,High-quality hiking gear,10/29/2024 6:41,811,1,882,1/21/2024 20:10,Eco-conscious lifestyle and fashion products.,1,0,Engineering Management
857,1,SierraToys,0,Innovative smartphone cases.,987,883,1/18/2023 13:08,0,Light and floral with violet syrup,Handcrafted pottery bowls,1/18/2023 13:08,571,1,883,7/14/2023 7:54,Luxury kitchen and home essentials.,1,0,Maintenance Management
858,1,TitanTools,0,Comfortable athletic socks.,360,884,2/5/2025 20:49,0,Sweet and creamy with vanilla ice cream,Sustainable travel accessories,2/5/2025 20:49,189,1,884,9/19/2025 16:25,Smart gadgets for convenience and efficiency.,1,0,Asset Management
859,1,AtlasHome,0,Natural lip care products.,938,885,5/12/2024 14:33,0,Bold and smoky with smoked cheddar,Delicious vegan snacks,5/12/2024 14:33,929,1,885,6/14/2024 8:34,Functional fitness and wellness solutions.,1,0,Fleet Management
860,1,FusionCoffee,0,Gourmet spice collections.,475,886,9/5/2023 8:24,0,Tangy and fresh with pomegranate seeds,Natural body scrubs,9/5/2023 8:24,471,1,886,2/9/2023 13:27,Organic personal care and beauty products.,1,0,Transportation Safety
861,1,PrimeJuice,0,Outdoor camping supplies.,557,887,11/29/2025 18:07,0,Creamy and soft with mascarpone cream,Premium ski apparel,11/29/2025 18:07,956,1,887,12/23/2025 5:58,Premium educational and learning resources.,1,0,Public Transportation
862,1,NextBakery,0,High-end fitness machines.,699,888,3/14/2024 10:39,0,Fresh and crisp with cucumber ribbons,Designer leather shoes,3/14/2024 10:39,119,1,888,9/26/2024 18:44,Trendy fashion and lifestyle accessories for all ages.,1,0,Railway Operations
863,1,CorePets,0,Handmade jewelry collections.,50,889,8/24/2023 15:57,0,Nutty and rich with pecan nuts,Healthy energy bars,8/24/2023 15:57,807,1,889,5/12/2023 21:21,High-quality home and office organization solutions.,1,0,Airline Operations
864,1,EpicTech,0,Sustainable fashion lines.,919,890,6/8/2025 6:31,0,Sharp and pungent with chili flakes,Organic baby toys,6/8/2025 6:31,518,1,890,7/11/2025 7:39,Creative DIY and craft kits for all enthusiasts.,1,0,Airport Management
865,1,AlphaFoods,0,Delicious gluten-free snacks.,353,891,12/22/2024 21:12,0,Earthy and deep with black pepper,Specialty espresso machines,12/22/2024 21:12,300,1,891,10/25/2024 14:58,Eco-friendly tools and products for sustainable living.,1,0,Maritime Operations
866,1,BetaWear,0,Natural skin care serums.,599,892,4/6/2023 7:49,0,Sweet and juicy with plum,Quality running gear,4/6/2023 7:49,915,1,892,1/11/2023 6:48,"Luxury wellness, beauty, and self-care items.",1,0,Port Management
867,1,GammaDrinks,0,Premium outdoor furniture.,875,893,1/29/2025 19:03,0,Spicy and bold with cayenne pepper,Innovative smartphone accessories,1/29/2025 19:03,725,1,893,2/14/2025 17:36,Smart home automation and digital devices.,1,0,Logistics Management
868,1,DeltaGoods,0,Designer fashion jewelry.,832,894,7/21/2024 10:18,0,Light and citrusy with orange zest,Comfortable athletic wear,7/21/2024 10:18,608,1,894,5/18/2024 10:13,"Functional kitchen, home, and office gadgets.",1,0,Freight Forwarding
869,1,EpsilonMedia,0,Healthy protein shakes.,591,895,11/5/2023 15:43,0,Buttery and smooth with croissant layers,Natural lip balms,11/5/2023 15:43,838,1,895,9/7/2023 15:44,"Organic nutrition, health, and beverage products.",1,0,Customs Brokerage
870,1,ZetaFresh,0,Organic hair treatments.,318,896,3/17/2025 7:58,0,Juicy and tropical with pineapple chunks,Gourmet spice racks,3/17/2025 7:58,495,1,896,11/24/2025 20:19,"Premium sports, fitness, and wellness equipment.",1,0,Import/Export
871,1,EtaCloth,0,Specialty cocktail mixers.,374,897,2/14/2024 12:30,0,Smoky and intense with smoked trout,Outdoor camping gear,2/14/2024 12:30,960,1,897,3/13/2024 22:37,"Trendy fashion, footwear, and accessory collections.",1,0,Trade Compliance
872,1,ThetaHealth,0,Quality outdoor apparel.,628,898,6/17/2023 21:11,0,Floral and delicate with elderflower petals,High-end fitness apparel,6/17/2023 21:11,262,1,898,8/22/2023 11:05,"High-performance tech, audio, and visual devices.",1,0,Supply Chain Security
873,1,IotaElectronics,0,Innovative fitness tools.,345,899,8/2/2025 8:44,0,Tangy and spicy with ginger root,Handmade jewelry pieces,8/2/2025 8:44,140,1,899,6/6/2025 6:52,"Creative educational, hobby, and DIY supplies.",1,0,Cold Chain Management
874,1,KappaSnacks,0,Comfortable loungewear.,463,900,4/11/2024 17:06,0,Creamy and sweet with custard,Sustainable fashion lines,4/11/2024 17:06,787,1,900,12/2/2024 13:49,"Eco-conscious fashion, lifestyle, and personal products.",1,0,Reverse Logistics
875,1,LambdaBeauty,0,Natural facial cleansers.,640,901,10/20/2023 11:35,0,Fresh and bright with kale,Delicious gluten-free meals,10/20/2023 11:35,638,1,901,4/17/2023 19:27,"Luxury home, kitchen, and lifestyle essentials.",1,0,Last Mile Delivery
876,1,MuSports,0,Gourmet baking ingredients.,840,902,5/22/2025 20:23,0,Nutty and crunchy with toasted walnuts,Natural skin toners,5/22/2025 20:23,83,1,902,1/1/2025 8:40,"Smart digital, wearable, and tech solutions.",1,0,Delivery Drones
877,1,NuToys,0,Outdoor picnic sets.,108,903,1/8/2024 7:19,0,Sharp and aromatic with black cardamom,Premium outdoor lighting,1/8/2024 7:19,461,1,903,7/12/2024 15:16,"Functional home, office, and fitness tools.",1,0,Autonomous Vehicles
878,1,XiTools,0,High-quality sportswear.,20,904,7/12/2023 13:44,0,Earthy and robust with porcini powder,Designer fashion scarves,7/12/2023 13:44,133,1,904,11/25/2023 21:03,"Organic health, snack, and beverage products.",1,0,Smart Cities
879,1,OmicronHome,0,Handcrafted wooden toys.,704,905,9/30/2025 15:04,0,Light and fruity with passion fruit pulp,Healthy protein bars,9/30/2025 15:04,689,1,905,3/21/2025 10:26,"Premium creative, sports, and learning resources.",1,0,Urban Mobility
880,1,PiCoffee,0,Sustainable home goods.,192,906,6/25/2024 8:12,0,Spicy and warm with mace,Organic hair care kits,6/25/2024 8:12,76,1,906,2/5/2024 12:44,"Trendy lifestyle, fashion, and decor items.",1,0,Electric Vehicles
881,1,RhoJuice,0,Delicious organic snacks.,420,907,2/4/2023 22:50,0,Sweet and rich with butterscotch syrup,Specialty cocktail glasses,2/4/2023 22:50,711,1,907,6/16/2023 20:35,"High-quality digital, home, and educational gadgets.",1,0,Charging Infrastructure
882,1,SigmaBakery,0,Natural bath salts.,75,908,12/1/2025 10:38,0,Bold and smoky with hickory chips,Quality outdoor shoes,12/1/2025 10:38,779,1,908,8/3/2025 18:15,Smart home devices for energy efficiency.,1,0,Connected Vehicles
883,1,TauPets,0,Premium workout gear.,780,909,9/22/2024 17:49,0,Tangy and fresh with lemon zest,Innovative fitness trackers,9/22/2024 17:49,910,1,909,4/3/2024 7:01,Premium kitchen appliances for modern cooking.,1,0,Mobility as a Service
